onset	duration	trial_type	fixdur	fixrank
9.981	0	targetsD3	342	2
12.347	0	targetsT3	318	11
12.933	0	targetsT3	220	13
13.435	0	targetsT3	172	15
13.631	0	targetsT3	222	16
14.539	0	targetsT3	236	20
31.063	0	targetsT1	260	19
43.749	0	targetsD2	234	1
44.003	0	targetsT2	434	2
44.979	0	targetsD2	316	5
47.099	0	targetsD2	438	11
47.595	0	targetsD2	130	12
48.005	0	targetsT2	294	14
48.343	0	targetsD2	338	15
62.637	0	targetsT1	264	9
106.137	0	targetsT1	374	1
151.859	0	targetsD3	98	1
151.993	0	targetsD3	122	2
152.383	0	targetsD3	206	4
153.589	0	targetsD3	178	9
154.115	0	targetsT3	416	11
154.943	0	targetsD3	230	13
155.213	0	targetsD3	260	14
155.497	0	targetsD3	230	15
156.575	0	targetsD3	184	19
156.777	0	targetsD3	206	20
184.511	0	targetsT2	484	11
185.441	0	targetsT2	230	14
224.509	0	targetsT2	540	1
227.609	0	targetsD2	240	11
228.309	0	targetsD2	426	14
228.797	0	targetsT2	418	15
247.217	0	targetsT1	322	17
260.679	0	targetsD2	194	1
260.897	0	targetsD2	362	2
263.379	0	targetsT2	430	11
263.835	0	targetsT2	174	12
264.353	0	targetsD2	308	14
289.447	0	targetsT2	510	1
290.863	0	targetsT2	450	5
307.885	0	targetsD1	144	1
309.891	0	targetsD1	164	9
312.169	0	targetsD1	162	17
312.659	0	targetsD1	210	19
351.661	0	targetsT3	178	2
352.101	0	targetsT3	198	4
354.125	0	targetsD3	190	11
354.787	0	targetsT3	228	14
367.621	0	targetsT3	160	1
367.805	0	targetsT3	186	2
370.027	0	targetsT3	448	9
370.857	0	targetsD3	186	11
372.801	0	targetsD3	200	16
373.537	0	targetsT3	352	19
