onset	duration	trial_type	fixdur	fixrank
31.694	0	targetsT3	322	3
36.038	0	targetsT3	266	15
36.59	0	targetsT3	266	17
36.894	0	targetsT3	530	18
49.802	0	targetsT3	280	1
50.116	0	targetsD3	314	2
50.51	0	targetsD3	398	3
52.206	0	targetsT3	410	7
52.65	0	targetsD3	332	8
53.018	0	targetsD3	218	9
53.582	0	targetsD3	496	11
54.118	0	targetsD3	458	12
54.652	0	targetsD3	238	13
55.174	0	targetsD3	286	15
55.488	0	targetsD3	204	16
55.706	0	targetsD3	252	17
71.228	0	targetsT2	420	14
71.692	0	targetsT2	536	15
86.27	0	targetsD1	556	12
87.164	0	targetsT1	418	15
99.834	0	targetsD1	144	2
102.748	0	targetsD1	250	12
103.596	0	targetsD1	308	15
103.938	0	targetsT1	264	16
104.228	0	targetsD1	300	17
114.704	0	targetsT3	270	2
116.24	0	targetsD3	226	7
116.488	0	targetsT3	248	8
116.762	0	targetsT3	192	9
118.898	0	targetsT3	290	16
128.042	0	targetsT2	326	3
132.476	0	targetsT2	238	18
145.994	0	targetsT1	412	12
157.322	0	targetsD3	302	1
159.26	0	targetsT3	198	7
160.426	0	targetsT3	234	11
161.824	0	targetsD3	254	15
162.968	0	targetsD3	174	18
173.558	0	targetsD3	280	7
175.166	0	targetsT3	392	12
175.596	0	targetsT3	406	13
176.278	0	targetsT3	776	15
193.824	0	targetsT1	284	17
242.432	0	targetsT1	234	12
243.57	0	targetsD1	202	16
259.076	0	targetsD2	284	3
259.382	0	targetsD2	202	4
260.196	0	targetsD2	284	8
260.506	0	targetsT2	332	9
260.866	0	targetsD2	282	10
261.42	0	targetsT2	188	12
261.91	0	targetsD2	236	14
262.194	0	targetsD2	266	15
263.042	0	targetsD2	194	18
359.81	0	targetsT1	254	2
379.274	0	targetsD2	234	9
379.55	0	targetsT2	238	10
380.192	0	targetsD2	256	12
380.73	0	targetsT2	354	14
392.232	0	targetsT2	230	4
393.572	0	targetsT2	542	8
395.956	0	targetsD2	250	14
