onset	duration	trial_type	fixdur	fixrank
9.977	0	targetsD2	328	2
13.445	0	targetsT2	244	12
14.865	0	targetsD2	286	16
15.923	0	targetsT2	534	19
17.613	0	targetsD2	432	23
18.085	0	targetsD2	178	24
45.777	0	targetsT1	526	4
62.815	0	targetsD1	278	4
66.903	0	targetsT1	178	16
67.821	0	targetsT1	418	19
68.273	0	targetsD1	448	20
84.681	0	targetsT2	360	2
89.333	0	targetsD2	792	12
102.983	0	targetsT3	484	3
103.509	0	targetsD3	400	4
105.723	0	targetsT3	324	10
106.635	0	targetsD3	400	12
107.059	0	targetsD3	228	13
107.315	0	targetsT3	558	14
118.893	0	targetsD3	392	3
119.311	0	targetsT3	488	4
120.391	0	targetsD3	210	7
120.619	0	targetsD3	838	8
122.883	0	targetsD3	290	12
123.195	0	targetsT3	352	13
123.567	0	targetsD3	262	14
124.535	0	targetsD3	298	17
125.553	0	targetsD3	296	19
141.983	0	targetsT2	620	11
144.791	0	targetsD2	264	19
146.099	0	targetsT2	528	23
146.665	0	targetsT2	248	24
164.581	0	targetsT2	568	14
179.951	0	targetsT2	488	2
184.587	0	targetsT2	282	12
186.367	0	targetsT2	212	17
186.861	0	targetsT2	498	19
203.823	0	targetsT1	170	2
206.817	0	targetsT1	386	7
225.759	0	targetsT3	812	4
229.347	0	targetsT3	936	11
231.769	0	targetsD3	410	14
233.265	0	targetsT3	732	17
279.395	0	targetsT1	504	2
299.577	0	targetsD1	498	2
300.589	0	targetsD1	596	4
307.767	0	targetsT1	504	20
317.709	0	targetsT3	412	4
322.119	0	targetsT3	312	13
324.677	0	targetsT3	550	19
334.965	0	targetsD2	358	2
338.895	0	targetsD2	702	11
339.653	0	targetsD2	426	12
340.449	0	targetsD2	424	14
341.391	0	targetsT2	774	16
342.205	0	targetsD2	1022	17
343.567	0	targetsD2	516	19
354.897	0	targetsD1	618	2
356.037	0	targetsT1	334	4
358.433	0	targetsD1	342	7
362.673	0	targetsD1	248	16
363.385	0	targetsD1	724	19
418.767	0	targetsD3	394	3
419.183	0	targetsD3	304	4
420.601	0	targetsT3	462	7
421.103	0	targetsT3	586	8
422.279	0	targetsD3	646	10
422.967	0	targetsD3	574	11
423.583	0	targetsT3	684	12
455.591	0	targetsT3	272	3
455.879	0	targetsD3	546	4
459.149	0	targetsT3	332	12
459.501	0	targetsD3	598	13
460.139	0	targetsT3	304	14
