onset	duration	trial_type	fixdur	fixrank
48.001	0	targetsT3	558	2
49.349	0	targetsT3	572	5
50.541	0	targetsT3	226	7
67.649	0	targetsT1	472	11
71.263	0	targetsD1	316	21
92.805	0	targetsD3	332	5
94.345	0	targetsT3	620	9
95.691	0	targetsT3	158	12
96.433	0	targetsD3	492	14
97.549	0	targetsT3	564	17
98.271	0	targetsD3	262	19
98.551	0	targetsT3	238	20
129.435	0	targetsT1	562	9
147.463	0	targetsT1	352	3
163.751	0	targetsD1	34	2
163.815	0	targetsD1	322	3
165.033	0	targetsD1	96	6
166.243	0	targetsD1	204	9
166.931	0	targetsD1	240	11
170.303	0	targetsT1	420	21
184.341	0	targetsD2	620	8
186.245	0	targetsD2	372	12
187.511	0	targetsT2	666	15
188.759	0	targetsD2	426	17
189.231	0	targetsT2	530	18
201.581	0	targetsD3	586	1
202.199	0	targetsD3	300	2
203.303	0	targetsD3	316	5
204.229	0	targetsD3	230	7
204.989	0	targetsT3	530	9
205.551	0	targetsD3	422	10
207.023	0	targetsD3	226	12
207.681	0	targetsT3	604	14
209.043	0	targetsT3	358	17
209.435	0	targetsD3	496	18
224.367	0	targetsT2	266	7
228.527	0	targetsT2	230	17
229.183	0	targetsD2	416	19
229.997	0	targetsD2	876	21
240.039	0	targetsT3	190	1
240.251	0	targetsD3	286	2
241.297	0	targetsT3	444	5
243.517	0	targetsD3	384	9
243.937	0	targetsT3	680	10
245.085	0	targetsT3	160	12
245.613	0	targetsT3	540	14
246.971	0	targetsD3	412	17
247.883	0	targetsT3	570	19
248.473	0	targetsD3	306	20
262.093	0	targetsD3	316	5
262.793	0	targetsT3	700	7
264.435	0	targetsT3	552	10
277.899	0	targetsT3	550	2
279.117	0	targetsT3	442	5
279.907	0	targetsD3	332	7
280.401	0	targetsD3	376	9
280.797	0	targetsD3	322	10
281.449	0	targetsD3	366	12
282.103	0	targetsD3	218	14
282.941	0	targetsD3	300	17
283.287	0	targetsT3	504	18
329.013	0	targetsT1	638	2
351.053	0	targetsT1	302	6
385.419	0	targetsT2	280	3
387.971	0	targetsT2	276	11
407.593	0	targetsT2	220	17
408.343	0	targetsT2	444	19
409.273	0	targetsT2	806	21
422.995	0	targetsD2	606	3
425.203	0	targetsD2	616	7
425.849	0	targetsT2	642	8
427.389	0	targetsD2	326	11
427.733	0	targetsT2	632	12
429.215	0	targetsD2	338	15
429.991	0	targetsD2	370	17
430.381	0	targetsD2	364	18
