onset	duration	trial_type	fixdur	fixrank
13.571	0	targetsT3	230	4
13.829	0	targetsD3	212	5
14.057	0	targetsT3	232	6
14.567	0	targetsT3	274	8
17.775	0	targetsD3	526	18
18.345	0	targetsT3	262	19
18.947	0	targetsD3	282	21
49.541	0	targetsD3	198	2
49.761	0	targetsD3	234	3
50.029	0	targetsD3	246	4
50.295	0	targetsD3	226	5
50.565	0	targetsT3	228	6
50.825	0	targetsT3	476	7
51.341	0	targetsT3	632	8
52.007	0	targetsT3	104	9
70.215	0	targetsT2	1204	19
84.255	0	targetsT3	322	5
84.597	0	targetsT3	356	6
84.993	0	targetsD3	114	7
85.117	0	targetsD3	200	8
86.887	0	targetsD3	278	13
87.555	0	targetsD3	246	15
88.425	0	targetsT3	446	18
88.903	0	targetsD3	266	19
101.259	0	targetsD1	258	3
103.201	0	targetsD1	322	10
103.547	0	targetsD1	308	11
104.217	0	targetsD1	166	13
104.401	0	targetsD1	174	14
104.893	0	targetsT1	314	16
133.511	0	targetsT2	246	4
134.073	0	targetsT2	582	6
135.571	0	targetsT2	418	10
138.565	0	targetsD2	332	19
149.707	0	targetsT3	364	2
150.727	0	targetsT3	262	5
151.017	0	targetsD3	304	6
151.343	0	targetsD3	470	7
151.859	0	targetsD3	472	8
152.361	0	targetsD3	242	9
153.375	0	targetsD3	272	12
153.683	0	targetsT3	424	13
154.437	0	targetsT3	432	15
171.923	0	targetsT2	252	15
173.137	0	targetsT2	394	19
206.179	0	targetsT1	224	3
237.615	0	targetsD2	232	5
238.239	0	targetsD2	178	7
258.195	0	targetsT1	440	11
259.319	0	targetsT1	216	14
289.693	0	targetsD3	196	6
291.443	0	targetsT3	252	12
318.153	0	targetsT3	360	3
319.381	0	targetsD3	216	6
319.665	0	targetsT3	268	7
324.029	0	targetsT3	158	21
336.007	0	targetsT1	374	13
336.407	0	targetsD1	252	14
337.027	0	targetsD1	342	16
352.569	0	targetsT1	318	10
353.795	0	targetsT1	252	14
386.691	0	targetsT2	252	13
399.809	0	targetsD2	212	4
400.101	0	targetsT2	100	5
400.501	0	targetsD2	302	6
400.839	0	targetsT2	490	7
402.045	0	targetsD2	266	10
402.933	0	targetsD2	242	13
403.641	0	targetsD2	144	15
404.769	0	targetsD2	216	19
