onset	duration	trial_type	fixdur	fixrank
33.864	0	targetsT2	376	15
45.774	0	targetsD3	282	3
50.244	0	targetsT3	500	17
50.766	0	targetsT3	380	18
51.522	0	targetsT3	812	20
64.518	0	targetsT3	224	5
67.916	0	targetsT3	386	15
69.204	0	targetsT3	386	19
69.628	0	targetsD3	232	20
98.978	0	targetsT1	244	15
101.788	0	targetsD1	324	23
113.656	0	targetsT3	100	1
113.972	0	targetsT3	404	3
116.672	0	targetsD3	276	11
117.218	0	targetsD3	272	13
118.104	0	targetsD3	228	15
118.846	0	targetsD3	544	17
119.446	0	targetsD3	370	18
119.846	0	targetsD3	396	19
120.266	0	targetsT3	492	20
129.768	0	targetsD3	198	3
130.808	0	targetsT3	490	7
131.33	0	targetsT3	294	8
132.824	0	targetsT3	364	12
135.412	0	targetsD3	250	19
135.7	0	targetsD3	476	20
149.066	0	targetsT1	370	10
149.48	0	targetsD1	258	11
150.328	0	targetsD1	290	14
150.656	0	targetsD1	296	15
152.22	0	targetsD1	244	19
239.794	0	targetsT1	348	14
262.142	0	targetsT1	388	19
279.836	0	targetsD1	250	10
283.774	0	targetsT1	474	23
298.152	0	targetsT2	470	4
298.66	0	targetsT2	574	5
316.872	0	targetsD2	244	3
317.14	0	targetsD2	114	4
317.268	0	targetsD2	320	5
320.654	0	targetsD2	294	14
320.972	0	targetsD2	158	15
322.372	0	targetsT2	244	19
335.222	0	targetsD2	234	3
335.478	0	targetsD2	234	4
338.32	0	targetsT2	464	14
353.708	0	targetsD3	328	1
354.08	0	targetsD3	248	2
354.354	0	targetsT3	328	3
354.708	0	targetsD3	340	4
355.074	0	targetsD3	230	5
355.692	0	targetsD3	258	7
355.972	0	targetsD3	276	8
357.148	0	targetsT3	442	11
357.614	0	targetsD3	300	12
357.936	0	targetsT3	280	13
370.648	0	targetsT2	662	3
376.166	0	targetsD2	276	19
391.12	0	targetsT2	376	3
391.526	0	targetsT2	412	4
412.21	0	targetsT3	86	2
412.552	0	targetsT3	322	4
417.374	0	targetsT3	732	19
429.656	0	targetsT1	446	11
