onset	duration	trial_type	fixdur	fixrank
13.706	0	targetsT2	114	1
14.466	0	targetsT2	532	3
16.234	0	targetsT2	410	7
30.776	0	targetsD1	490	2
32.666	0	targetsD1	464	6
38.582	0	targetsT1	1020	20
69.534	0	targetsT3	592	2
75.608	0	targetsD3	392	15
76.986	0	targetsT3	450	19
77.458	0	targetsD3	542	20
78.038	0	targetsT3	852	21
87.49	0	targetsT1	298	2
89.334	0	targetsT1	376	6
90.262	0	targetsD1	232	8
92.768	0	targetsD1	286	15
94.444	0	targetsD1	312	20
102.944	0	targetsD1	580	2
104.868	0	targetsD1	156	6
108.892	0	targetsT1	568	15
125.268	0	targetsT2	552	10
127.516	0	targetsT2	532	15
156.272	0	targetsD2	252	1
156.654	0	targetsD2	470	3
157.536	0	targetsT2	440	5
158.388	0	targetsD2	376	7
159.492	0	targetsD2	302	10
160.95	0	targetsT2	676	14
161.668	0	targetsD2	232	15
162.908	0	targetsD2	456	19
163.384	0	targetsD2	334	20
192.842	0	targetsT3	128	1
193.794	0	targetsT3	492	4
195.208	0	targetsT3	530	7
199.898	0	targetsD3	326	19
200.266	0	targetsT3	486	20
234.074	0	targetsT1	436	8
248.05	0	targetsT2	240	7
249.136	0	targetsD2	374	10
252.566	0	targetsT2	818	19
289.276	0	targetsD3	250	1
289.562	0	targetsT3	412	2
290.494	0	targetsD3	318	4
291.718	0	targetsD3	396	7
292.412	0	targetsT3	296	9
293.564	0	targetsT3	270	12
324.888	0	targetsT3	510	5
326.466	0	targetsD3	356	9
328.95	0	targetsD3	382	15
330.218	0	targetsD3	266	18
330.502	0	targetsT3	340	19
330.862	0	targetsT3	518	20
331.958	0	targetsT3	370	22
332.348	0	targetsT3	528	23
342.966	0	targetsD3	262	1
343.262	0	targetsD3	362	2
343.994	0	targetsT3	512	4
345.274	0	targetsD3	432	7
346.21	0	targetsD3	368	9
348.24	0	targetsT3	424	14
348.684	0	targetsT3	644	15
378.044	0	targetsD2	494	5
378.962	0	targetsD2	300	7
379.89	0	targetsT2	296	10
381.556	0	targetsD2	284	14
383.586	0	targetsT2	730	20
394.956	0	targetsT3	112	1
395.094	0	targetsD3	100	2
395.636	0	targetsD3	340	4
395.994	0	targetsD3	334	5
396.668	0	targetsT3	200	7
397.202	0	targetsT3	522	9
398.43	0	targetsD3	288	12
399.096	0	targetsD3	298	14
399.416	0	targetsT3	510	15
400.59	0	targetsT3	466	18
401.086	0	targetsD3	308	19
401.416	0	targetsD3	258	20
401.692	0	targetsD3	380	21
402.092	0	targetsD3	192	22
402.326	0	targetsD3	868	23
413.988	0	targetsT1	122	2
415.28	0	targetsT1	604	6
