onset	duration	trial_type	fixdur	fixrank
25.361	0	targetsD2	418	3
28.555	0	targetsT2	258	11
29.083	0	targetsT2	338	13
40.293	0	targetsT2	260	3
43.397	0	targetsD2	288	11
44.049	0	targetsD2	380	13
59.921	0	targetsT1	208	4
107.399	0	targetsD3	172	1
107.595	0	targetsD3	372	2
108.023	0	targetsT3	426	3
109.645	0	targetsT3	408	7
110.657	0	targetsD3	442	10
111.363	0	targetsD3	302	12
111.689	0	targetsD3	224	13
112.325	0	targetsD3	424	15
112.835	0	targetsD3	294	16
113.153	0	targetsD3	328	17
113.523	0	targetsT3	934	18
161.693	0	targetsT3	176	1
161.895	0	targetsT3	310	2
162.229	0	targetsD3	362	3
164.771	0	targetsT3	216	10
165.009	0	targetsD3	306	11
165.339	0	targetsT3	336	12
165.709	0	targetsD3	230	13
212.015	0	targetsT3	206	13
212.507	0	targetsT3	260	15
212.791	0	targetsT3	254	16
227.993	0	targetsT1	484	13
244.585	0	targetsT1	330	2
245.271	0	targetsD1	222	4
345.207	0	targetsD1	262	4
347.923	0	targetsT1	422	10
379.261	0	targetsD1	278	2
379.829	0	targetsT1	680	4
381.939	0	targetsD1	446	10
383.261	0	targetsD1	442	13
398.023	0	targetsD3	236	7
399.311	0	targetsT3	598	11
400.289	0	targetsT3	650	13
402.073	0	targetsT3	240	17
402.339	0	targetsD3	356	18
