onset	duration	trial_type	fixdur	fixrank
25.229	0	targetsD3	412	1
25.919	0	targetsT3	216	3
26.361	0	targetsT3	226	5
27.381	0	targetsT3	340	9
28.461	0	targetsD3	250	12
43.619	0	targetsT1	478	4
58.437	0	targetsD2	406	2
59.205	0	targetsD2	220	4
59.807	0	targetsD2	246	6
60.081	0	targetsT2	396	7
60.877	0	targetsD2	288	9
62.271	0	targetsT2	238	14
63.553	0	targetsD2	324	18
74.719	0	targetsD3	424	1
75.497	0	targetsT3	380	3
76.155	0	targetsD3	288	5
76.461	0	targetsD3	294	6
77.129	0	targetsT3	498	8
77.657	0	targetsD3	312	9
77.989	0	targetsD3	280	10
78.291	0	targetsD3	224	11
78.547	0	targetsT3	232	12
79.151	0	targetsD3	342	14
91.685	0	targetsT2	368	2
93.263	0	targetsD2	188	7
95.309	0	targetsD2	164	14
96.049	0	targetsD2	136	17
96.197	0	targetsT2	470	18
96.697	0	targetsD2	328	19
124.641	0	targetsD1	342	4
125.299	0	targetsT1	296	6
125.621	0	targetsD1	380	7
127.399	0	targetsD1	188	12
128.621	0	targetsD1	222	16
129.087	0	targetsD1	202	18
143.823	0	targetsT1	194	16
144.259	0	targetsT1	272	18
158.005	0	targetsT3	718	1
159.199	0	targetsD3	234	3
159.909	0	targetsD3	372	5
161.901	0	targetsT3	482	10
162.631	0	targetsT3	224	12
163.107	0	targetsT3	236	14
174.645	0	targetsT1	256	12
188.239	0	targetsT3	182	1
188.921	0	targetsD3	334	3
189.637	0	targetsT3	428	5
190.093	0	targetsT3	546	6
190.933	0	targetsD3	296	8
191.893	0	targetsT3	174	11
192.091	0	targetsD3	288	12
235.769	0	targetsT2	194	9
253.151	0	targetsD1	314	4
253.777	0	targetsD1	210	6
254.031	0	targetsT1	484	7
289.473	0	targetsT1	188	4
369.989	0	targetsT2	208	4
370.469	0	targetsT2	298	6
374.341	0	targetsT2	248	17
374.841	0	targetsT2	332	19
