onset	duration	trial_type	fixdur	fixrank
11.009	0	targetsT2	264	8
15.511	0	targetsT2	404	20
29.987	0	targetsD2	254	8
32.477	0	targetsT2	542	17
35.227	0	targetsT2	552	23
68.263	0	targetsT3	476	4
69.921	0	targetsD3	286	8
70.939	0	targetsT3	406	11
72.639	0	targetsT3	312	15
73.113	0	targetsD3	274	17
88.147	0	targetsT1	468	12
119.593	0	targetsT2	94	2
119.703	0	targetsD2	60	3
120.139	0	targetsT2	252	5
121.225	0	targetsT2	274	8
121.547	0	targetsD2	408	9
122.679	0	targetsT2	558	12
123.897	0	targetsD2	358	15
124.693	0	targetsD2	324	17
125.441	0	targetsD2	248	19
125.737	0	targetsD2	392	20
126.157	0	targetsD2	338	21
126.827	0	targetsD2	430	23
140.897	0	targetsD3	280	4
142.185	0	targetsT3	432	8
142.977	0	targetsD3	372	10
143.375	0	targetsD3	284	11
144.055	0	targetsD3	332	13
144.957	0	targetsD3	352	15
145.799	0	targetsT3	446	17
228.409	0	targetsT1	498	18
244.765	0	targetsT2	428	3
250.459	0	targetsT2	536	19
270.839	0	targetsT2	502	9
273.651	0	targetsT2	452	17
288.699	0	targetsD1	312	4
291.843	0	targetsD1	346	12
295.225	0	targetsT1	474	20
311.397	0	targetsT3	362	10
312.757	0	targetsT3	398	13
347.215	0	targetsD2	394	2
348.505	0	targetsD2	358	5
349.893	0	targetsD2	332	8
352.053	0	targetsD2	356	12
353.241	0	targetsT2	412	15
354.461	0	targetsD2	530	17
356.435	0	targetsT2	624	21
411.137	0	targetsT1	352	4
414.933	0	targetsD1	394	12
417.743	0	targetsD1	448	18
418.809	0	targetsD1	596	20
473.279	0	targetsT1	548	12
