onset	duration	trial_type	fixdur	fixrank
14.977	0	targetsT1	562	16
56.255	0	targetsT3	518	3
56.801	0	targetsD3	286	4
58.051	0	targetsD3	76	8
58.755	0	targetsT3	524	10
59.309	0	targetsT3	522	11
60.545	0	targetsD3	340	14
76.033	0	targetsT1	432	16
87.009	0	targetsT3	548	5
88.481	0	targetsT3	294	9
102.319	0	targetsD2	252	4
104.165	0	targetsD2	314	10
104.887	0	targetsD2	336	12
105.571	0	targetsT2	438	14
106.769	0	targetsT2	178	17
107.207	0	targetsT2	498	19
122.379	0	targetsT1	260	16
138.563	0	targetsT3	458	6
139.553	0	targetsD3	368	8
140.287	0	targetsT3	316	10
142.645	0	targetsD3	276	16
142.953	0	targetsT3	534	17
154.583	0	targetsT2	728	7
158.349	0	targetsT2	392	17
175.159	0	targetsT2	472	9
176.371	0	targetsT2	480	12
178.445	0	targetsD2	270	17
188.371	0	targetsT1	212	1
189.497	0	targetsD1	104	4
193.375	0	targetsD1	250	16
194.255	0	targetsD1	540	19
257.145	0	targetsT3	578	8
258.011	0	targetsD3	296	10
259.157	0	targetsT3	654	14
260.785	0	targetsD3	92	17
274.487	0	targetsT2	488	12
291.065	0	targetsT3	522	12
291.609	0	targetsT3	450	13
293.001	0	targetsT3	488	16
304.363	0	targetsD3	270	3
304.663	0	targetsT3	586	4
305.287	0	targetsD3	264	5
305.591	0	targetsD3	320	6
306.339	0	targetsT3	474	8
306.853	0	targetsD3	654	9
307.899	0	targetsD3	308	10
308.235	0	targetsD3	266	11
308.529	0	targetsD3	176	12
308.727	0	targetsD3	196	13
321.003	0	targetsT2	418	4
322.355	0	targetsD2	344	7
323.085	0	targetsD2	374	9
323.501	0	targetsT2	514	10
324.207	0	targetsD2	258	12
325.147	0	targetsD2	200	14
326.047	0	targetsD2	258	17
326.613	0	targetsD2	424	19
373.611	0	targetsD1	44	1
374.443	0	targetsT1	498	4
378.385	0	targetsD1	222	16
394.451	0	targetsD1	268	16
395.357	0	targetsT1	778	19
