onset	duration	trial_type	fixdur	fixrank
13.451	0	targetsT2	384	6
28.185	0	targetsD1	202	2
28.715	0	targetsT1	376	4
78.879	0	targetsT3	380	8
81.069	0	targetsT3	376	14
82.247	0	targetsT3	586	17
96.857	0	targetsT2	148	6
97.255	0	targetsT2	436	8
100.049	0	targetsT2	252	17
133.095	0	targetsT2	492	13
133.931	0	targetsT2	434	15
144.445	0	targetsT3	340	4
144.809	0	targetsT3	396	5
145.881	0	targetsD3	228	8
146.677	0	targetsD3	262	11
146.975	0	targetsD3	264	12
147.435	0	targetsD3	228	14
148.013	0	targetsT3	212	16
160.961	0	targetsD3	256	5
161.739	0	targetsT3	518	8
163.191	0	targetsT3	406	12
164.907	0	targetsD3	304	18
192.197	0	targetsT1	248	2
192.459	0	targetsD1	362	3
192.857	0	targetsD1	240	4
194.355	0	targetsD1	232	9
194.637	0	targetsD1	464	10
197.123	0	targetsD1	262	18
205.481	0	targetsT3	716	2
207.425	0	targetsT3	518	6
212.541	0	targetsT3	548	19
223.279	0	targetsD2	268	3
223.577	0	targetsT2	382	4
224.359	0	targetsD2	274	6
224.959	0	targetsD2	346	8
225.339	0	targetsD2	246	9
225.625	0	targetsD2	372	10
226.687	0	targetsT2	470	13
227.479	0	targetsD2	478	15
228.343	0	targetsD2	272	17
245.189	0	targetsD3	158	5
246.259	0	targetsT3	494	9
247.375	0	targetsT3	450	12
247.987	0	targetsT3	336	14
265.975	0	targetsT1	414	18
280.037	0	targetsT2	512	3
280.583	0	targetsD2	370	4
281.455	0	targetsD2	350	6
282.497	0	targetsT2	462	9
284.477	0	targetsD2	294	13
300.051	0	targetsT2	476	10
301.331	0	targetsD2	336	13
316.375	0	targetsT1	422	9
331.095	0	targetsD3	426	2
331.853	0	targetsD3	518	4
332.415	0	targetsT3	450	5
332.897	0	targetsD3	424	6
333.637	0	targetsD3	324	8
334.009	0	targetsD3	386	9
334.751	0	targetsT3	444	11
335.219	0	targetsD3	280	12
335.937	0	targetsD3	266	14
336.667	0	targetsD3	384	16
337.089	0	targetsD3	264	17
337.409	0	targetsT3	338	18
337.771	0	targetsD3	310	19
354.989	0	targetsT1	538	10
402.487	0	targetsT1	374	3
